name,age,gender,location,year,Were you able to vote in the recent Lok Sabha election?,When did you decide whom to vote for?,What mattered more to you in this election party or candidate?,Which party do you prefer overall?,Did you vote for this party because you really wanted to or due to lack of alternatives?,Whose opinion mattered the most while deciding whom to vote for?,Why were you not able to vote in the recent Lok Sabha election?,How interested were you in the election campaign this time?,Were you or a family member contacted by political parties through phone or social media?,"As compared to five years ago, how is the economic condition of your household today?",Rate the effectiveness of the recent government policies (1 to 5),What is your top issue for this election?,Do you think the government is handling inflation effectively?,Has your trust in the judiciary improved over the last five years?,Did a candidate or party member visit your house to ask for your vote?,How satisfied are you with the BJP-led NDA government's performance over the last five years? Rate (1 to 5),Which government work in the last five years did you like the most?,Do you think regular change of government promotes development?,What is your opinion on the most suitable Prime Ministerial candidate?
Anjali Ghosh,31,Female,Urban,2020,Not able to vote,After announcement of candidates,PM candidate,INC,Really wanted to vote,Family member,Was not in village/city,Great deal,Did not respond,Much worse,4,Economy,Yes,Yes,No,4,Modi's leadership,No response,Priyanka Gandhi
Anjali Ghosh,31,Female,Urban,2021,Able to vote,During the campaign,Candidate,Not sure,Really wanted to vote,Local political leader,Did not feel like voting,Not at all,Don't know,Better,3,National Security,Not sure,No,Don't know,5,Employment opportunities,Statement 2: Important for the same party to remain,Other
Anjali Ghosh,31,Female,Urban,2022,Able to vote,After announcement of candidates,No response,BSP,Really wanted to vote,"No one, I voted on my own",Did not have necessary documents,No response,Don't know,Remained same,1,Healthcare,Yes,No,Yes,5,Other,Statement 1: Promotes development,Arvind Kejriwal
Anjali Ghosh,31,Female,Urban,2023,Able to vote,During the campaign,Candidate,INC,No good alternative,Don't know,Did not have necessary documents,Not at all,Yes,Much better,2,Education,No,No,No,5,Improving infrastructure,Statement 2: Important for the same party to remain,Other
Anjali Ghosh,31,Female,Urban,2024,Not able to vote,After announcement of candidates,Candidate,BSP,No good alternative,Don't know,Did not feel like voting,Not at all,No,Better,5,Economy,Yes,Yes,No,1,Modi's leadership,Statement 1: Promotes development,Other
Anjali Ghosh,31,Female,Urban,2025,Able to vote,After announcement of candidates,No response,Not sure,Really wanted to vote,Other,No response,No response,Don't know,Much better,1,Economy,Not sure,No,No,5,Employment opportunities,No response,Narendra Modi
Siddharth Gupta,39,Non-binary,Suburban,2020,Able to vote,Even before announcement of candidates,Candidate,Not sure,No good alternative,Caste/community leader,Did not have necessary documents,No response,No,No response,5,Education,No,No,Don't know,2,No response,Statement 2: Important for the same party to remain,Rahul Gandhi
Siddharth Gupta,39,Non-binary,Suburban,2021,Not able to vote,Even before announcement of candidates,Candidate,AAP,No good alternative,Religious leader,Other,Great deal,Yes,Better,5,Economy,Not sure,No,No,4,Other,Statement 1: Promotes development,Priyanka Gandhi
Siddharth Gupta,39,Non-binary,Suburban,2022,Not able to vote,During the campaign,PM candidate,BSP,Really wanted to vote,"No one, I voted on my own",Did not feel like voting,Great deal,Did not respond,Much better,1,Economy,No,No,No,1,Modi's leadership,Statement 1: Promotes development,Narendra Modi
Siddharth Gupta,39,Non-binary,Suburban,2023,Not able to vote,Even before announcement of candidates,Party,INC,Really wanted to vote,Don't know,No response,Great deal,No,Remained same,5,National Security,Yes,Yes,No,2,Other,No response,Narendra Modi
Siddharth Gupta,39,Non-binary,Suburban,2024,Not able to vote,After announcement of candidates,Party,Not sure,No good alternative,"No one, I voted on my own",Was not in village/city,Somewhat,Don't know,Much better,1,Healthcare,Not sure,No,Yes,3,Improving infrastructure,Statement 2: Important for the same party to remain,Rahul Gandhi
Siddharth Gupta,39,Non-binary,Suburban,2025,Not able to vote,Even before announcement of candidates,Candidate,INC,No good alternative,Religious leader,No response,Not at all,Did not respond,No response,5,Education,Yes,No,Yes,3,Other,Statement 1: Promotes development,Narendra Modi
Nisha yadav,52,Female,Suburban,2020,Able to vote,Even before announcement of candidates,Candidate,BJP,No response,Friends/neighbors,Was ill,No response,Did not respond,Much better,2,Education,No,No,No,1,Modi's leadership,No response,Priyanka Gandhi
Nisha yadav,52,Female,Suburban,2021,Not able to vote,Even before announcement of candidates,Party,INC,No response,Friends/neighbors,Other,Somewhat,Yes,Much better,2,National Security,No,No,Yes,1,Improving infrastructure,No response,No response
Nisha yadav,52,Female,Suburban,2022,Not able to vote,On the day of voting,Candidate,INC,No response,Don't know,No response,Somewhat,No,No response,1,Education,Not sure,Yes,Yes,3,Global image,No response,Rahul Gandhi
Nisha yadav,52,Female,Suburban,2023,Not able to vote,On the day of voting,No response,AAP,No response,Local political leader,Did not feel like voting,Somewhat,Don't know,Remained same,5,National Security,Not sure,Yes,No,3,No response,Statement 1: Promotes development,Narendra Modi
Nisha yadav,52,Female,Suburban,2024,Not able to vote,After announcement of candidates,No response,Not sure,No response,"No one, I voted on my own",Was not in village/city,Great deal,Don't know,Much worse,4,Other,No,No,Yes,4,Other,Statement 1: Promotes development,No response
Nisha yadav,52,Female,Suburban,2025,Able to vote,On the day of voting,Party,Not sure,No response,"No one, I voted on my own",Did not feel like voting,No response,Yes,Better,3,Other,No,No,No,1,Improving infrastructure,Statement 2: Important for the same party to remain,No response
Aryan Kumar,58,Female,Rural,2020,Able to vote,During the campaign,PM candidate,BJP,No good alternative,Don't know,Was ill,Somewhat,No,Remained same,3,National Security,Yes,No,No,3,Modi's leadership,No response,Narendra Modi
Aryan Kumar,58,Female,Rural,2021,Able to vote,During the campaign,No response,AAP,Really wanted to vote,Family member,Was not in village/city,Somewhat,Yes,Much worse,1,Healthcare,No,No,Yes,5,No response,Statement 1: Promotes development,Narendra Modi
Aryan Kumar,58,Female,Rural,2022,Able to vote,No response,PM candidate,AAP,Really wanted to vote,Caste/community leader,Was not in village/city,Somewhat,No,Remained same,4,Healthcare,Not sure,Yes,No,3,Improving infrastructure,Statement 2: Important for the same party to remain,Arvind Kejriwal
Aryan Kumar,58,Female,Rural,2023,Not able to vote,After announcement of candidates,Party,INC,Really wanted to vote,Family member,Was not in village/city,No response,Did not respond,Much worse,1,National Security,Not sure,No,Don't know,2,Modi's leadership,No response,Priyanka Gandhi
Aryan Kumar,58,Female,Rural,2024,Able to vote,During the campaign,Party,BSP,No response,Other,Did not have necessary documents,Somewhat,Don't know,Better,3,Other,Not sure,No,No,3,Global image,Statement 2: Important for the same party to remain,Other
Aryan Kumar,58,Female,Rural,2025,Able to vote,A day or two before voting,No response,AAP,No good alternative,Caste/community leader,No response,Not at all,No,Better,3,Education,No,Yes,Yes,3,No response,Statement 1: Promotes development,Other
sushil Reddy,43,Female,Rural,2020,Able to vote,Even before announcement of candidates,No response,INC,Really wanted to vote,Don't know,Did not feel like voting,Somewhat,Did not respond,Worse,3,Education,Not sure,No,Yes,5,Improving infrastructure,Statement 1: Promotes development,Narendra Modi
sushil Reddy,43,Female,Rural,2021,Not able to vote,After announcement of candidates,PM candidate,INC,No good alternative,Family member,Was not in village/city,Great deal,Don't know,Worse,3,Other,Yes,No,No,4,Other,No response,Other
sushil Reddy,43,Female,Rural,2022,Able to vote,A day or two before voting,No response,BSP,No good alternative,Caste/community leader,No response,Not at all,Yes,Worse,5,Healthcare,Not sure,Yes,No,1,Modi's leadership,Statement 1: Promotes development,Priyanka Gandhi
sushil Reddy,43,Female,Rural,2023,Not able to vote,Even before announcement of candidates,Party,Not sure,No good alternative,Other,No response,No response,No,Better,2,Healthcare,Not sure,No,Yes,1,Reducing poverty,No response,Priyanka Gandhi
sushil Reddy,43,Female,Rural,2024,Able to vote,A day or two before voting,Party,Not sure,No good alternative,Family member,Other,Somewhat,Don't know,Better,5,Economy,Yes,Yes,No,4,Modi's leadership,Statement 1: Promotes development,Narendra Modi
sushil Reddy,43,Female,Rural,2025,Able to vote,On the day of voting,Party,AAP,No response,Local political leader,Did not have necessary documents,Not at all,Did not respond,Better,4,Other,No,Yes,Yes,2,Reducing poverty,Statement 1: Promotes development,Other
Kavya Joshi,18,Non-binary,Suburban,2020,Not able to vote,During the campaign,No response,BJP,No good alternative,Local political leader,Was ill,Somewhat,No,Much worse,1,Education,No,No,Don't know,1,Employment opportunities,Statement 1: Promotes development,Priyanka Gandhi
Kavya Joshi,18,Non-binary,Suburban,2021,Not able to vote,Even before announcement of candidates,Party,AAP,No response,Family member,Was not in village/city,Not at all,Don't know,Much worse,4,Education,Yes,No,Yes,3,No response,Statement 2: Important for the same party to remain,Narendra Modi
Kavya Joshi,18,Non-binary,Suburban,2022,Not able to vote,A day or two before voting,PM candidate,AAP,Really wanted to vote,Caste/community leader,Was ill,Somewhat,No,Remained same,1,National Security,Not sure,Yes,Don't know,5,Reducing poverty,Statement 2: Important for the same party to remain,Priyanka Gandhi
Kavya Joshi,18,Non-binary,Suburban,2023,Able to vote,Even before announcement of candidates,PM candidate,BSP,No response,Religious leader,Other,Great deal,Yes,Much better,5,Other,No,No,Yes,4,Reducing poverty,No response,Arvind Kejriwal
Kavya Joshi,18,Non-binary,Suburban,2024,Able to vote,Even before announcement of candidates,PM candidate,INC,No response,Caste/community leader,Did not feel like voting,No response,Did not respond,Remained same,3,Other,Yes,Yes,No,2,Other,No response,Priyanka Gandhi
Kavya Joshi,18,Non-binary,Suburban,2025,Not able to vote,No response,Party,AAP,No response,Caste/community leader,Other,Great deal,Don't know,Much better,3,Other,No,Yes,No,4,Other,Statement 2: Important for the same party to remain,Other
sumit Patil,41,Male,Suburban,2020,Not able to vote,Even before announcement of candidates,PM candidate,Not sure,No response,Family member,No response,No response,Yes,Better,4,Healthcare,No,No,Yes,5,Reducing poverty,Statement 1: Promotes development,Priyanka Gandhi
sumit Patil,41,Male,Suburban,2021,Able to vote,After announcement of candidates,PM candidate,BSP,No response,Don't know,Was ill,Great deal,Yes,Better,5,Healthcare,Not sure,No,No,3,No response,Statement 2: Important for the same party to remain,Priyanka Gandhi
sumit Patil,41,Male,Suburban,2022,Not able to vote,On the day of voting,No response,BJP,No good alternative,Don't know,Other,No response,Yes,Remained same,3,Other,Yes,Yes,Don't know,5,No response,Statement 1: Promotes development,Other
sumit Patil,41,Male,Suburban,2023,Able to vote,A day or two before voting,No response,BJP,Really wanted to vote,Don't know,Was not in village/city,Somewhat,Did not respond,No response,5,Education,Yes,No,No,4,Global image,Statement 1: Promotes development,Other
sumit Patil,41,Male,Suburban,2024,Able to vote,Even before announcement of candidates,Candidate,Not sure,Really wanted to vote,Don't know,Was not in village/city,Not at all,Don't know,Worse,4,Economy,Yes,No,No,1,Employment opportunities,No response,Arvind Kejriwal
sumit Patil,41,Male,Suburban,2025,Able to vote,A day or two before voting,PM candidate,Not sure,Really wanted to vote,Family member,No response,No response,Don't know,Worse,3,Healthcare,Yes,No,Yes,2,Global image,Statement 2: Important for the same party to remain,Other
Aarav Saxena,40,Female,Rural,2020,Not able to vote,Even before announcement of candidates,Candidate,Not sure,No response,Religious leader,Did not have necessary documents,Not at all,Did not respond,Worse,5,Education,Not sure,Yes,Yes,1,No response,Statement 1: Promotes development,Arvind Kejriwal
Aarav Saxena,40,Female,Rural,2021,Not able to vote,After announcement of candidates,Candidate,BJP,No response,Other,Was ill,No response,No,Remained same,4,Healthcare,No,No,Don't know,2,Other,Statement 1: Promotes development,Other
Aarav Saxena,40,Female,Rural,2022,Not able to vote,During the campaign,Candidate,BSP,Really wanted to vote,Friends/neighbors,No response,Somewhat,Yes,Much better,4,Education,Not sure,Yes,Yes,1,Reducing poverty,Statement 2: Important for the same party to remain,Rahul Gandhi
Aarav Saxena,40,Female,Rural,2023,Able to vote,On the day of voting,Candidate,BSP,No response,Don't know,Other,Somewhat,Did not respond,Better,5,Economy,Yes,Yes,Don't know,3,No response,Statement 2: Important for the same party to remain,Rahul Gandhi
Aarav Saxena,40,Female,Rural,2024,Able to vote,During the campaign,No response,AAP,Really wanted to vote,Religious leader,No response,Not at all,Yes,Much worse,3,Education,Yes,No,Don't know,2,Other,Statement 2: Important for the same party to remain,Rahul Gandhi
Aarav Saxena,40,Female,Rural,2025,Able to vote,After announcement of candidates,No response,INC,No good alternative,Family member,Did not feel like voting,No response,Don't know,No response,5,Other,No,No,Yes,4,Other,Statement 2: Important for the same party to remain,Other
Aditya Gupta,40,Female,Rural,2020,Not able to vote,On the day of voting,No response,INC,Really wanted to vote,Local political leader,Did not have necessary documents,No response,Yes,No response,2,Education,Yes,Yes,No,1,Global image,Statement 2: Important for the same party to remain,Priyanka Gandhi
Aditya Gupta,40,Female,Rural,2021,Not able to vote,On the day of voting,Party,BSP,No response,Local political leader,No response,Somewhat,Don't know,Much worse,3,Economy,Not sure,Yes,No,1,Employment opportunities,Statement 2: Important for the same party to remain,No response
Aditya Gupta,40,Female,Rural,2022,Able to vote,After announcement of candidates,PM candidate,Not sure,Really wanted to vote,Don't know,Was not in village/city,Not at all,Did not respond,Better,2,Healthcare,No,Yes,Yes,4,Employment opportunities,Statement 2: Important for the same party to remain,Narendra Modi
Aditya Gupta,40,Female,Rural,2023,Not able to vote,During the campaign,Party,BJP,No response,Friends/neighbors,Other,Great deal,Yes,No response,1,Healthcare,Yes,No,Yes,1,Employment opportunities,Statement 1: Promotes development,Rahul Gandhi
Aditya Gupta,40,Female,Rural,2024,Able to vote,On the day of voting,Candidate,Not sure,Really wanted to vote,Caste/community leader,No response,Great deal,Did not respond,Worse,4,Education,Not sure,No,Yes,1,Reducing poverty,Statement 1: Promotes development,Rahul Gandhi
Aditya Gupta,40,Female,Rural,2025,Able to vote,After announcement of candidates,Party,BSP,No response,Local political leader,Was ill,Great deal,No,Much better,2,Healthcare,Yes,Yes,Yes,1,Modi's leadership,Statement 2: Important for the same party to remain,Arvind Kejriwal
Pooja ansari,30,Female,Suburban,2020,Able to vote,Even before announcement of candidates,Party,INC,Really wanted to vote,Family member,Did not have necessary documents,Somewhat,No,Better,2,Other,Not sure,No,Yes,2,Modi's leadership,No response,Arvind Kejriwal
Pooja ansari,30,Female,Suburban,2021,Able to vote,During the campaign,PM candidate,INC,Really wanted to vote,Friends/neighbors,Was ill,Great deal,Don't know,Much worse,4,Healthcare,Not sure,No,Yes,5,Improving infrastructure,No response,Rahul Gandhi
